Name of Building,Address,Year of Completion,Property_Type,Location
"Beverley Heights
      *???",67 Beacon Hill Rd.,1970,,
"Beverly Court
      *???",151/159 Hai Tan St.,1993,,
"Beverly Court
      *???",2C Shiu Fai Terrace,1981,,
"Beverly Hill
      *????",6 Broadwood Rd.,1988,,
"      Blocks A-K
      A-K?",,,,
"Beverly House
      *???",6 Fung Fai Terrace,1978,,
"Beverly House
      ????",93/107 Lockhart Rd.,1984,,
"Beverly Villas
      *????",16 La Salle Rd.,1980,,
"Bic Wah Court
      *???","Ground Floor:
464A, 464B, 464C,
464D Des Voeux Rd. W.
Upper Floors:
464 Des Voeux Rd. W.",1981,,
"Big Star Centre
      ????",8 Wang Kwong Rd.,1988,,
"Bijou Apartments
      ????",157 Prince Edward Rd. W.,2003,,
"Bijou Court
      ????",171 Prince Edward Rd. W.,2000,,
"Bik Lan House
      *????","Ground Floor:
41, 45/47 Pitt St. &
72 Portland St.
Upper Floors:
43 Pitt St.",1971,,
"Billion Court
      *????",147 Main St. Ap Lei Chau,1990,,
"Billion Court
      *???",63 Wuhu St.,1994,,
"Billion Plaza
      ????",8 Cheung Yue St.,2002,,
"Billion Terrace
      *???",,1992,,
"      Block A
      A?",137 Blue Pool Rd.,,,
"      Block B
      B?",139 Blue Pool Rd.,,,
"Billion Trade Centre
      ????",31 Hung To Rd.,1995,,
"Billionnaire Avant
      ????","Ground Floors:
56, 58, 66 Nga Tsin Long Rd.
Upper Floors:
62 Nga Tsin Long Rd.",2014,,
"Billionnaire Luxe
      ????","Ground Floor:
30 Hau Wong Rd. &
39 Nga Tsin Wai Rd.
Upper Floors :
28 Hau Wong Rd.",2016,,
"Billionnaire Royale
      ????",83 Sa Po Rd.,2010,,
"Birchwood Place
      *???",96 MacDonnell Rd.,1989,,
"Bishop Ford Memorial School
      ????",18-20 Pui Man St.,-,,
"Bishop Hall Jubilee School
      ?????????",2C Oxford Rd.,1962,,
Bishop Hoare Building,I.L. 76 Glenealy,Pre 1945?,,
"Bishop Lei International House
      ??????",4 Robinson Rd.,1995,,
"Bishop Lei Pastoral Centre
      ???????",1 Tai Shek St.,1955,,
"Bishop Paschang Catholic School
      ???????",6 Wang Chiu Rd.,-,,
"Bishop Versiglia Memorial School
      ????",20 Tat Chee Avenue,1961,,
"Bishop Walsh Primary School
      ????",150 Junction Rd.,1963,,
"Bisney Court
      *???",1 Begonia Rd.,1990,,
"Bisney Crest
      ???",57 Bisney Rd.,1992,,
"Bisney Gardens
      ????",25-27 Bisney Rd.,1982,,
"Bisney Terrace
      *???",73 Bisney Rd.,1994,,
Bisney Villa,5/13 Crown Terrace,1972,,
"Bisney Villas
      *???",19/21 Consort Rise,1973,,
"Black's Link Villa
      *???",46-60 Black's Link,1980,,
"Blarney Stone Villas
      *??",212 Victoria Rd.,1993,,
"Blessings Garden
      ????",,1995,,
"      Phase 1
      *???",95 Robinson Rd.,,,
"      Phase 2
      *???",56 Conduit Rd.,,,
"Blissful Building
      ????",243/247 Des Voeux Rd. C.,1971,,
"Blossom Garden
      *???",11A Tat Chee Avenue,1989,,
"Blossom Mansion
      *???",19 Wai Hang St.,1973,,
Blue Bay,44 Island Rd.,1949,,
"Blue Box Factory Building
      *??????",25 Hing Wo St.,1974,,
"Blue Garden
      ??",57-59 Blue Pool Rd.,1959,,
"Blue Haven
      *???",3 Forfar Rd.,1975,,
"Blue Pool Court
      *????","74/80 Sing Woo Rd. &
2/8 Holly Rd.",1960,,
"Blue Pool Lodge
      ??",2-10 Blue Pool Rd.,1957,,
"Blue Pool Mansion
      *????","58/60 Ventris Rd. &
1/3 Blue Pool Rd.",1959,,
Bluewater,25 Tai Tam Rd.,1997,,
"BMW House
      ????",163 Ma Tau Wai Rd.,1963,,
"Bo Fung Building
      *????",5 Horse Shoe Lane,1992,,
"Bo Fung Building
      ????","Ground Floor:
32-33A Haiphong Rd.
Upper Floors:
34 Haiphong Rd.",1974,,
"Bo Fung Gardens
      *???",1090/1094 King's Rd.,1972,,
"Bo Fung Mansion
      ????","Ground Floor:
9 & 11 St. Francis St. &
1-4 St. Francis Yard
Upper Floors:
1/4 St. Francis Yard",1978,,
"Bo Kwong Apartments
      ????",5E-5F Bowen Rd.,1963,,
"Bo Lun Building
      ????",28 Battery St.,1992,,
"Bo Ming Court
      *???",14 Tin Hau Temple Rd.,1980,,
"Bo Shing Court
      *???",18 Tsat Tsz Mui Rd.,1994,,
"Bo Sun Court
      *???",951/953 King's Rd.,1983,,
"Bo Yan Building
      ????",1 Horse Shoe Lane,1991,,
"Bo Yip Building
      ????","10 Peking Rd. &
6 Ashley Rd.",1965,,
"BOC Castle Peak Road Building
      *???????",365/371 Castle Peak Rd.,1985,,
"BOC Cheung Sha Wan Building
      ???????","194/200 Cheung Sha
Wan Rd.",1975,,
"BOC Credit Card Centre
      ???????",68 Connaught Rd. W.,1996,,
"BOC Group Life Assurance Tower
      ??????????","Ground Floor:
134 Des Voeux Rd. C.,
36/40 Gilman St. &
35/39 Gilman's Bazaar
Upper Floors:
136 Des Voeux Rd. C.",1987,,
"BOC Kowloon City Building
      ???????",25 Nga Tsin Wai Rd.,1975,,
"BOC Mongkok Commercial Centre
      ????????",589 Nathan Rd.,1970,,
"BOC Prince Edward Building
      ??????",774 Nathan Rd.,1968,,
"BOC Tsz Wan Shan Building
      ???????",46/48 Yuk Wah St.,1994,,
"BOC Wan Chai Commercial
      Centre
      ????????",409-415 Hennessy Rd.,1983,,
"Boeing Mansion
      *????","Ground Floor:
144, 148 Woosung St. &
1J/1K Bowring St.
Upper Floors:
146 Woosung St.",1965,,
"Bohemian House
      ??",321 Des Voeux Rd. W.,2017,,
"Boland Court Phase I
      *???1?",10 Broadcast Drive,1974,,
"Boland Court Phase II
      *???2?",12 Broadcast Drive,1975,,
"Bon-point
      ???",11 Bonham Rd.,2004,,
"Bonanza Court
      ???",3 Bonham Rd.,1983,,
"Bonaventure House
      ????",91 Leighton Rd.,1973,,
"Bonavista Building
      *???",9-11 Princess Margaret Rd.,1961,,
"Bonds Fun City
      ?????",11 Tung Yan St.,1965,,
"Bonds Mansion
      *????",554/556 Nathan Rd.,1972,,
"Bonham Centre
      ????","Ground Floor:
79 & 85 Bonham Strand
Upper Floors:
81/83 Bonham Strand",1984,,
Bonham Circus,40 Bonham Strand,1998,,
"Bonham Commercial Centre
      ???????","Ground Floor:
42A, 44 & 46
Bonham Strand W. &
41 Queen's Rd. W.
Upper Floors:
44/46 Bonham Strand W.",1981,,
"Bonham Court
      *???",12 Bonham Rd.,1990,,
"Bonham Crest
      *???",52 Bonham Rd.,1976,,
"Bonham Terrace
      *???",24-26 Bonham Rd.,1976,,
"Bonham Trade Centre
      ??????",50 Bonham Strand,1998,,
"Bonham Ville
      *???",5 Bonham Rd.,1986,,
Bonito Casa,4 Prince's Terrace,1987,,
"Bonjour Tower
      ??????",3 Yuk Yat St.,1971,,
"Bonny View House
      *????",63/65 Wong Nai Chung Rd.,1971,,
"Booman House
      *????",37U Jordan Rd.,1960,,
"Borita Building
      ????","Ground Floor:
135 & 139 Third St.
Upper Floors:
137 Third St.",1992,,
"Borrett Mansions
      *???",8A/9B Bowen Rd.,1966,,
"Boss Commercial Centre
      ??????",28 Ferry St.,1995,,
"Botanic Terrace
      *???",3/5 Conduit Rd.,1967,,
"Botanical Court
      *???",5 Caine Rd.,1984,,
"Bou Lee Building
      *????","Ground Floor:
145-163 Bulkeley St.
22 & 24 Lo Lung Hang St.
17 & 19 Walker Rd.
Upper Floors:
145/163 Bulkeley St.",1964,,
"Boundary Building
      *????",2 Boundary St.,1966,,
"Boundary Court
      *???",165 Boundary St.,1956,,
"Boundary Crest
      *????",177 Boundary St.,1978,,
"Boundary Street Sports Centre No.2
      ????????",200 Sai Yee St.,-,,
"Boundary View
      ???",54-56 Boundary St.,1981,,
"Bow On Building
      *????",32-38 Bowring St.,1977,,
"Bowa House
      ??????",180 Nathan Rd.,1990,,
"Bowen Mansion
      *????",7C Bowen Rd.,1957,,
"Bowen Place
      *???",11A Bowen Rd.,1989,,
Bowen Verde,6 Tung Shan Terrace,1972,,
Bowen's Lookout,13 Bowen Rd.,2004,,
"Bowie Court
      *???",77 Pok Fu Lam Rd.,1992,,
"Bowie Mansion
      *????",49 Ma Tau Wai Rd.,1988,,
"Bowring Building
      *????",8/20 Bowring St.,1966,,
"Bowring Commercial Center
      ??????","Ground Floor:
154, 160/164 Woosung St
1/F - 3/F:
156 Woosung St",1973,,
"Bowrington Building
      *????","Ground Floor:
2/16A Bowrington Rd.
Upper Floors:
8 Bowrington Rd.",1978,,
"Bowrington Road Market
      ????",21 Bowrington Rd.,-,,
"BP International House
      ??????",8 Austin Rd.,1993,,
"Bradbury Centre
      ?????",15 King's Park Rise,1984,,
"Bradbury Home for the Elderly
      ????????",62 Tin Wan St.,1983,,
"Bradbury School
      ?????",43C Stubbs Rd.,1980,,
"Braemar Court
      *???",314/318 Ma Tau Wai Rd.,1987,,
Braemar Heights,7 Wai Tsui Crescent,1986,,
"Braemar Hill Fire Station -
      Cum - Ambulance Depot
      ??????????",170 Tin Hau Temple Rd.,-,,
"Braemar Hill Mansions
      *?????",15-43 Braemar Hill Rd.,1978,,
"Braemar Hill Shopping Centre
      ?????",45 Braemar Hill Rd.,1978,,
"Braemar Terrace
      *???",1 Braemar Terrace,1974,,
Branksome Crest,3A Tregunter Path,2004,,
Branksome Grande,3 Tregunter Path,1976,,
"Break Through Centre
      ????",191 Woosung St.,1983,,
"Breezy Court
      *????",2A Park Rd.,1960,,
"Breezy Mansion
      ????",38D/38F Bonham Rd.,1961,,
"Brewin Court
      *???",5/7 Brewin Path,1965,,
"Bridal Tea House Hotel
      ?????",69 Gillies Avenue South ,2006,,
"Bridal Tea House Hotel
      ?????",385/387 Queen's Rd. W.,1982,,
"Bridal Tea House Hotel
      ?????",84/86 Wuhu St.,1954,,
"Bridal Tea House Hotel
      ?????",8 Anchor St.,1964,,
"Bridal Tea House Hotel
      ?????",6 Arthur St.,1997,,
"Bridal Tea House Hotel (Ap Lei Chau)
      ?????(???)",95 Main St. Ap Lei Chau,2012,,
"Bridges Street Market
      ???????",2 Bridges St.,-,,
"Bright Court
      *????",227 Prince Edward Rd. W.,1973,,
"Bright Growth Medical Centre
      *??????",335 Nathan Rd.,1971,,
"Bright Star Mansion
      ????",95/97 Leighton Rd.,1964,,
"Bright View Court
      *???",151 Argyle St.,1973,,
"Bright Way Tower
      *??????",33 Mong Kok Rd.,1992,,
"Brighton Hotel
      ????",128 Lockhart Rd.,1992,,
"Brill Plaza
      ????",84 To Kwa Wan Rd.,1983,,
"Brilliant Court
      *??????",27 Chai Wan Rd.,1975,,
"Brilliant Court
      *???",28 Praya Kennedy Town,1980,,
"Brilliant Court
      *???",68 Wuhu St.,1999,,
"Brilliant Court
      *???",78 Kimberley Rd.,1986,,
"Brilliant Court
      ???",8 Kennedy St.,2000,,
"British Consulate-General
      ?????",1 Supreme Court Rd.,1996,,
"British Council
      ??????",3 Supreme Court Rd.,1996,,
"Broadcasting House
      ????",30 Broadcast Drive,1969,,
"Broadview Court
      *???","11 Shum Wan Rd.
(See Appendix V)",2001,,
"      Blocks 1-4
      ?1?4?",(See Appendix V),,,
"Broadview Mansion
      *????",75 Wong Nai Chung Rd.,1963,,
"Broadview Terrace
      *???",40 Cloud View Rd.,1974,,
"Broadview Villa
      *???",20 Broadwood Rd.,1995,,
"Broadway Towers
      *???",6 Broadcast Drive,1973,,
"Broadwood Park
      *???",38 Broadwood Rd.,1984,,
"Broadwood Twelve
      ???",12 Broadwood Rd.,2010,,
"Broom Garden
      *???",1 Broom Rd.,1994,,
"Buddhist Chi King Primary School
      ??????",12 Kai Lai Rd.,2002,,
"Buddhist Chi Yun School
      ??????",19 Kwong Lee Rd.,1963,,
"Buddhist Chung Wah Kornhill
      Primary School
      ????????",2 Hong Yue St.,1986,,
"Buddhist Ho Nam Kam College
      ???????",3 Ko Chiu Rd.,1988,,
"Buddhist Hung Sean Chau
      Memorial College
      ?????????",10 Ping Ting Rd.,1982,,
"Buddhist Li Ka Shing Care &
      Attention Centre for the Elderly
      ??????????",133 Tai Hang Rd.,1990,,
"Buddhist Sum Ma Shui Ying
      Care & Attention Home
      for the Elderly
      ???????????",8 Kung Lok Rd.,1993,,
"Buddhist Tai Hung College
      ??????",38 Cheung Fat St.,1970,,
"Buddhist Wong Cheuk Um
      Primary School
      ???????",11 Eastern Hospital Rd.,1959,,
"Buddhist Wong Fung Ling College
      ???????",11 Eastern Hospital Rd.,1959,,
"Buena Vista
      ??",24 Stanley Village Rd.,Pre 1945?,,
"Bulkeley Building
      *?????","264-268 Chatham Rd. N.
183-187 Bulkeley St.",1960,,
"Bulkeley House
      *????","Ground Floor:
173, 177 Bulkeley St.
Upper Floors:
175 Bulkeley St.",1990,,
"Bulkin Centre
      *????",332/334 Portland St.,1992,,
"Bull House
      ????",66 Bonham Strand,1981,,
"Bullock House
      ???",2 Bullock Lane,1975,,
"Bupa Centre
      *????",141 Connaught Rd. W.,1990,,
"Burlington Hotel
      ????",55 Hennessy Rd.,2016,,
"Burlington House
      *????",90/94C Nathan Rd.,1964,,
"Burnside Villa
      ???",9 South Bay Rd.,1974,,
"Bute Street Building
      *???",71/73A Bute St.,1967,,
"Bute Wah Mansion
      *????","Ground Floor:
25/29 Bute St. &
567/569 Reclamation St.
Upper Floors:
565 Reclamation St.",1964,,
"Butler Towers
      *???",1/5 Boyce Rd.,1974,,
"Butterfly On Hollywood
      ?????????",263 Hollywood Rd.,1998,,
Butterfly On Morrison,39 Morrison Hill Rd.,1997,,
Butterfly On Prat,21/23 Prat Avenue,1988,,
"Butterfly On Victoria
      ????????",33 King's Rd.,1975,,
"Butterfly On Waterfront
      ????????",95 Connaught Rd. W.,2010,,
Butterfly On Wellington,"Ground Floor:
17 Graham St.
122 & 124 Wellington St.
Upper Floors:
126 Wellington St.",1991,,
Buxey Lodge,37 Conduit Rd.,1950,,
"C & W District St. Anthony's School
      ?????????",2 Hospital Rd.,-,,
"C K K Commercial Centre
      ???????",289 Hennessy Rd.,1996,,
C Wisdom Centre,35 & 37 Hollywood Rd.,2009,,
"C.C. Lodge
      ???",56 Tai Hang Rd.,2000,,
"C.C. Wu Building
      ????",302-308 Hennessy Rd.,1983,,
"C.C.C. Heep Woh College
      ??????????",171 Po Kong Village Rd.,-,,
"C.C.C. Heep Woh Primary School
      ??????????",191 Prince Edward Rd. W.,-,,
"C.C.C. Heep Woh Primary School
      (Cheung Sha Wan)
      ??????????(???) ",18 Tonkin St.,-,,
"C.C.C. Kei Chi Secondary School
      ??????????",20 Shui Ning St.,-,,
"C.C.C. Kei Faat Primary School
      ??????????",34 Yuet Wah St.,-,,
"C.C.C. Kei Hang Primary School
      ??????????????",Wong Chuk Hang Estate,-,,
"C.C.C. Kei Heep Secondary School
      ??????????",161 Tung Tau Tsuen Rd.,-,,
"C.C.C. Kei Shun Special School
      ??????????","15 Lee On Rd.,
Shun Lee Estate",-,,
"C.C.C. Kei To Secondary School
      ??????????",28 Sung On St.,-,,
"C.C.C. Kei Tsun Primary School
      ??????????",150 Tai Kok Tsui Rd.,-,,
"C.C.C. Kei Tsz Primary School
      ??????????",152 Tsz Wan Shan Rd.,-,,
"C.C.C. Kei Wa Primary School
      ??????????","3 Wong Kuk Avenue
Choi Hung Estate",-,,
"C.C.C. Kei Wan Primary School
      ??????????",63 Sai Wan Ho St.,-,,
"C.C.C. Kei Wan Primary School
      (Aldrich Bay)
      ??????????(???)",39 Oi Shun Rd.,-,,
"C.C.C. Kung Lee College
      ????????????",17 Tai Hang Drive,-,,
"C.C.C. Kwei Wah Shan College
      ???????????",62 Cloud View Rd.,-,,
"C.C.C. Ming Kei College
      ??????????",16 Oak St.,-,,
"C.C.C. Ming Yin College
      ??????????",1 Wai Chi St.,-,,
"C.C.C. Mong Man Wai College
      ???????????",20 Hiu Ming St.,-,,
"C.C.C. Mongkok Church 
      Kai Oi School 
      ?????????????",111 Sai Yeung Choi St. S.  ,-,,
"C.C.C. Rotary Secondary School
      ??????????",157 Lung Cheung Rd.,-,,
"C.C.C. Wanchai Church Kei To
      Primary School 
      ?????????????",45 Tung Kun St.,-,,
"C.C.C. Wanchai Church Kei To
      Primary School (Kowloon City)
      ?????????????
      (???)",170 Kau Pui Lung Rd.,-,,
"C.L.I. Building
      ??????",313 Hennessy Rd.,1990,,
"C.M.A. Secondary School
      ?????",298 Nam Cheong St.,-,,
"C.T.S. House
      ??????",78-83 Connaught Rd. C.,1986,,
"CAC Tower
      ????",165 Hoi Bun Rd.,1997,,
"Cactus Mansion
      *???",1-19 Mcgregor St.,1980,,
"Cado Building
      ????",39-41 Cadogan St.,1977,,
"Cadogan
      ????","Ground Floor:
37A & 37B Cadogan St.
150 Belcher's St. 
Upper Floors:
37A Cadogan St.",2014,,
"Caine Building
      ????",22 Caine Rd.,1987,,
"Caine Mansion
      *????",384/388 Lockhart Rd.,1966,,
"Caine Mansion
      *????",80-88 Caine Rd.,1980,,
"Caine Terrace
      ???",98 Kennedy Rd.,1990,,
"Caine Tower
      *???",55 Aberdeen St.,1999,,
"Caineway Mansion
      *????",128/132 Caine Rd.,1969,,
"Caldecott Hill
      *????",2 Caldecott Rd.,2004,,
"California Tower
      ????",32 D'Aguilar St.,2014,,
"Caltex House
      *?????",258 Hennessy Rd.,1974,,
"Cam Key Mansion
      *???",489/495 Shanghai St.,1969,,
"Camay House
      ????",4/4A Grampian Rd.,1958,,
"Cambo House
      ???","182/184 Prince Edward
Rd. W.",1966,,
"Cambo Mansion
      *????","Ground Floor:
68-80 Pau Chung St.
Upper Floors:
76 Pau Chung St.",1985,,
"Cambria Court
      *???",81 Kung Lok Rd.,1977,,
"Cambridge Building
      *????",6/24A Kam Wing St.,1964,,
"Cambridge Building
      *????",92 Waterloo Rd.,1962,,
"Cambridge Building
      *????","Ground Floor:
25/39 Hong Ning Rd.
16/32 Yee On St. &
10 Tung Ming St.
Upper Floors:
41 Hong Ning Rd.",1966,,
"Cambridge Court
      *???",84/84M Waterloo Rd.,1965,,
"Cambridge Garden
      ????",1 Lancashire Rd.,1990,,
"Cambridge Gardens
      *????",20 Babington Path,1971,,
"Cambridge Heights
      *???",20/22 Fuk Lo Tsun Rd.,2003,,
"Cambridge House
      ??????",26/28 Cameron Rd.,1982,,
"Cambridge Place
      ???",8 Cambridge Rd.,1997,,
"Cambridge Villa
      ???",8/10 Chancery Lane,1975,,
"Camel Paint Building
      ?????",,,,
"      (Block 3)
      ?3?",60 Hoi Yuen Rd.,1989,,
"      (Blocks 1-2)
      ?1-2?",62 Hoi Yuen Rd.,1981,,
"Camelot Heights
      *???",66 Kennedy Rd.,1979,,
"Camelpaint Centre
      ?????",1?3 & 5 Hing Yip St.,1959,,
"Cameo Court
      *???",63/69 Caine Rd.,1990,,
"Cameron Centre
      ?????",57/59 Chatham Rd. S.,1988,,
"Cameron Commercial Centre
      ??????",458/468 Hennessy Rd.,1976,,
"Cameron Court
      ???",370/372 Lai Chi Kok Rd.,1974,,
"Cameron House
      *???",40 Magazine Gap Rd.,1983,,
Cameron Lodge,5 Mount Cameron Rd.,1985,,
"Cameron Mansion
      ???","Ground Floor:
29 Lion Rock Rd.
Upper Floors:
31 Lion Rock Rd",2014,,
Cameron Mansions,34 Magazine Gap Rd.,1951,,
"Cameron Plaza
      ?????",23 Cameron Rd.,1991,,
"Camlux Hotel
      ????",15 Wang Kwong Rd.,2016,,
"Cammer Commercial Building
      *??????",30-32 Cameron Rd.,1979,,
"Campion Court
      *???",20 Cheung Wah St.,1996,,
"Camy House
      *???",479/481 Nathan Rd.,1965,,
"Canaan Building
      *????",200 Tung Chau St.,1986,,
"Canadian International School
      ???????",36 Nam Long Shan Rd.,1999,,
"Canaryside
      *????",8 Shung Shun St.,2006,,
"Canbury Court
      *?????",17 Ho Man Tin Hill Rd.,1977,,
"Cannon Garden
      *????",68 King's Rd.,1993,,
"Canny Industrial Building
      *??????",33 Tai Yau St.,1989,,
"Canossa Hospital
      ?????",1 Old Peak Rd.,1960,,
"Canossa Primary School
      ?????",5 Chun Yan St.,1967,,
"Canossa Primary School
      (San Po Kong)
      ?????(???)",9 Choi Yee Lane,-,,
"Canossa School (HK)
      ???????",8 Hoi Chak St.,1984,,
"Canossian Missions
      ????????",36 Caine Rd.,1991,,
"Cantake Factory Building
      *??????",172 Wai Yip St.,1982,,
Canterbury Court,12 Wylie Rd.,1961,,
"Canton Plaza
      ???",82/84 Canton Rd.,1993,,
"Canton Plaza
      ????",1125/1127 Canton Rd.,1966,,
"Canton Road Government Primary
      School
      ???????",178 Canton Rd.,-,,
"Cape Collinson Correctional
      Institution
      ???????",123 Cape Collinson Rd.,-,,
"Cape Court
      *???",6-16 Cape Drive,1978,,
"Cape Mansions
      *????",,1966,,
"      Block A
      A?",60 & 62 Mount Davis Rd.,,,
"      Block B
      B?",56 & 58 Mount Davis Rd.,,,
"Cape Villa
      ????",28 Cape Rd.,1980,,
"Capella HTR
      ????",47 Hung To Rd.,1983,,
Capescape,12 Shek O Headland,1965,,
"Capital Building
      ????",6-10 Sun Wui Rd.,1984,,
"Capital Building
      *????","Ground Floor:
175-189, 189A & 191
Lockhart Rd.
Upper Floors:
181 Lockhart Rd.",1977,,
"Capital Building
      *?????","Ground Floor:
85, 87, 91 & 95 Un Chau St.
& 100 & 102 Yen Chow St.
Upper Floors:",1978,,
"      North Block
      ??",93 Un Chau St.,,,
"      South Block
      ??",89 Un Chau St.,,,
"Capital Centre
      ????",151 Gloucester Rd.,1982,,
"Capital Commercial Building
      *??????",26 Leighton Rd.,1981,,
"Capital Commercial Building
      *??????",446/448 Shanghai St.,1990,,
"Capital Trade Centre
      ????",62 Tsun Yip St.,1995,,
"Capitol Centre
      ????",5/19 Jardine's Bazaar,1980,,
"Capitol Centre Tower II
      ???????",28 Jardine's Crescent,1997,,
"Capitol Mansion
      *????",195/201 Shau Kei Wan Rd.,1965,,
"Capri Building
      *????",130 Austin Rd.,1976,,
"Capricorn Centre
      ????",155 Sai Yeung Choi St. N.,1995,,
"Car Po Commercial Building
      *??????","Lower Ground &
Ground Floor:
18-20 Lyndhurst Terrace
Upper Ground,
1st - 27/F:
37-43 Pottinger St.",1980,,
"Caravan Court
      *????",141/145 Caine Rd.,1974,,
"Carble Garden
      *???",2/3 Seymour Terrace,1975,,
"Carbo Mansion
      *????","Lower Ground Floor:
325 Queen's Rd. C. &
126-128 Jervois St.
Ground Floor:
321, 327 & 329
Queen's Rd. C.
Upper Floors:
325 Queen's Rd. C.",1988,,
"Care & Health Building
      ?????",31 Wing Wo St.,Pre 1945?,,
"Career and Kenson Industrial
      Mansion
      *??????",58 Hung To Rd.,1970,,
"Career Court
      *???",56/58 Tonkin St.,1990,,
"Carfield Commercial Building
      *??????",75-77 Wyndham St.,1986,,
"Caritas Bianchi College of Careers
      ?????????",4 Cliff Rd.,1979,,
"Caritas Chai Wan Marden Foundation
      Secondary School
      ??????????",330 San Ha St.,-,,
"Caritas Chong Yuet Ming
      Secondary School
      ???????",53 Wah Fu Rd.,-,,
